order_id,order_date,region,product,quantity,unit_price,customer_email,phone,total_amount,email_valid
ORD-00034,2025-09-28,CEBU,Canned Sardines,5,380.35,customer33@outlook.ph,9291735734,1901.75,True
ORD-00035,2025-07-09,CEBU,Canned Sardines,15,1392.01,customer34@yahoo.com,9723403479,20880.15,True
ORD-00036,2025-06-24,CEBU,Instant Coffee,17,109.2,customer35@gmail.com,9385042337,1856.4,True
ORD-00037,2025-02-20,CEBU,Rice 25kg,9,1402.97,customer36@gmail.com,9141078352,12626.73,True
ORD-00038,2025-12-30,DAVAO,Sugar 1kg,3,540.4,invalid-email,9216396351,1621.2,False
ORD-00039,2025-02-24,NCR,Laundry Soap,17,170.1,customer38@yahoo.com,9740563507,2891.7,True
ORD-00040,2025-09-01,ILOILO,Sugar 1kg,10,739.09,customer39@yahoo.com,9566609283,7390.9,True
ORD-00041,2025-11-16,CEBU,Cooking Oil 1L,3,400.03,customer40@yahoo.com,9471178705,1200.09,True
ORD-00042,2025-05-11,BAGUIO,Cooking Oil 1L,18,441.61,customer41@gmail.com,9882269302,7948.98,True
ORD-00043,2025-11-03,CEBU,Canned Sardines,18,474.79,customer42@gmail.com,9944420824,8546.22,True
ORD-00044,2025-05-15,BAGUIO,Instant Coffee,17,1208.48,customer43@yahoo.com,9436808455,20544.16,True
ORD-00045,2025-01-21,DAVAO,Cooking Oil 1L,3,817.96,customer44@gmail.com,9568574364,2453.88,True
ORD-00046,2025-11-25,BAGUIO,Rice 25kg,3,480.74,customer45@gmail.com,9750911797,1442.22,True
ORD-00047,2025-06-16,ILOILO,Sugar 1kg,6,923.29,customer46@yahoo.com,9649136331,5539.74,True
ORD-00048,2025-10-01,NCR,Sugar 1kg,13,1079.9,customer47@gmail.com,9224173718,14038.7,True
ORD-00049,2025-03-30,BAGUIO,Canned Sardines,15,423.48,customer48@yahoo.com,9513600440,6352.2,True
ORD-00050,2025-11-12,BAGUIO,Laundry Soap,9,632.05,customer49@yahoo.com,9719106699,5688.45,True
ORD-00051,2025-01-14,NCR,Canned Sardines,4,200.39,customer50@outlook.ph,9304095531,801.56,True
ORD-00052,2025-08-30,ILOILO,Laundry Soap,14,288.1,customer51@yahoo.com,9373506211,4033.4,True
ORD-00053,2025-09-22,CEBU,Canned Sardines,5,1028.05,customer52@gmail.com,9147659674,5140.25,True
ORD-00054,2025-12-12,BAGUIO,Canned Sardines,2,288.53,customer53@outlook.ph,9861052404,577.06,True
ORD-00055,2025-02-22,NCR,Canned Sardines,11,797.24,customer54@yahoo.com,9568213197,8769.64,True
ORD-00056,2025-12-06,DAVAO,Laundry Soap,9,1069.39,customer55@outlook.ph,9101815992,9624.51,True
ORD-00057,2025-04-02,NCR,Laundry Soap,3,178.18,customer56@gmail.com,9658260221,534.54,True
ORD-00058,2025-09-21,DAVAO,Canned Sardines,9,859.62,customer57@yahoo.com,9965984448,7736.58,True
ORD-00059,2025-02-04,ILOILO,Cooking Oil 1L,3,399.71,customer58@gmail.com,9678158427,1199.13,True
ORD-00060,2025-07-25,CEBU,Instant Coffee,2,1445.13,customer59@outlook.ph,9837507241,2890.26,True
ORD-00061,2025-03-22,NCR,Instant Coffee,12,735.65,customer60@yahoo.com,9872482077,8827.8,True
ORD-00062,2025-02-19,BAGUIO,Instant Coffee,10,1212.87,customer61@outlook.ph,9896662826,12128.7,True
ORD-00063,2025-12-26,ILOILO,Laundry Soap,9,834.34,customer62@outlook.ph,9891388192,7509.06,True
ORD-00064,2025-01-02,NCR,Laundry Soap,15,84.25,customer63@yahoo.com,9820081872,1263.75,True
ORD-00065,2025-02-23,BAGUIO,Cooking Oil 1L,8,957.06,customer64@outlook.ph,9311564862,7656.48,True
ORD-00066,2025-04-16,NCR,Instant Coffee,5,1428.08,customer65@gmail.com,9491079829,7140.4,True
ORD-00067,2025-09-17,DAVAO,Instant Coffee,11,910.39,customer66@outlook.ph,9563102056,10014.29,True
ORD-00068,2025-11-06,NCR,Canned Sardines,2,1232.4,customer67@gmail.com,9175133802,2464.8,True
ORD-00069,2025-07-10,NCR,Laundry Soap,15,1328.63,customer68@gmail.com,9813219781,19929.45,True
ORD-00070,2025-08-06,NCR,Instant Coffee,6,357.56,customer69@outlook.ph,9454549587,2145.36,True
ORD-00071,2025-02-13,ILOILO,Sugar 1kg,8,333.83,customer70@gmail.com,9769108025,2670.64,True
ORD-00072,2025-06-11,NCR,Cooking Oil 1L,5,924.25,customer71@yahoo.com,9437064353,4621.25,True
ORD-00073,2025-07-21,BAGUIO,Sugar 1kg,16,628.32,customer72@gmail.com,9812306873,10053.12,True
ORD-00074,2025-09-27,DAVAO,Sugar 1kg,18,1262.99,customer73@gmail.com,9233815413,22733.82,True
ORD-00075,2025-12-17,DAVAO,Cooking Oil 1L,6,1352.03,customer74@gmail.com,9872830248,8112.18,True
ORD-00076,2025-10-31,NCR,Sugar 1kg,5,543.06,customer75@yahoo.com,9422468580,2715.3,True
ORD-00077,2025-09-28,ILOILO,Instant Coffee,16,370.57,customer76@yahoo.com,9644518647,5929.12,True
ORD-00078,2025-08-03,ILOILO,Laundry Soap,13,1175.18,customer77@yahoo.com,9432091877,15277.34,True
ORD-00079,2025-09-09,BAGUIO,Cooking Oil 1L,5,426.71,customer78@outlook.ph,9816070802,2133.55,True
ORD-00080,2025-07-09,NCR,Canned Sardines,13,1237.47,customer79@yahoo.com,9538508549,16087.11,True
ORD-00081,2025-10-23,DAVAO,Sugar 1kg,17,647.13,customer80@gmail.com,9450236225,11001.21,True
ORD-00082,2025-08-01,ILOILO,Cooking Oil 1L,18,1007.97,customer81@yahoo.com,9532074125,18143.46,True
ORD-00083,2025-07-27,NCR,Rice 25kg,8,161.39,customer82@yahoo.com,9848621833,1291.12,True
ORD-00084,2025-08-25,ILOILO,Rice 25kg,13,943.31,customer83@gmail.com,9417457352,12263.03,True
ORD-00085,2025-12-04,ILOILO,Laundry Soap,19,688.62,customer84@outlook.ph,9695295870,13083.78,True
ORD-00086,2025-02-22,DAVAO,Instant Coffee,3,888.18,customer85@yahoo.com,9236674237,2664.54,True
ORD-00087,2025-10-07,CEBU,Laundry Soap,8,268.66,customer86@outlook.ph,9305986733,2149.28,True
ORD-00088,2025-08-05,BAGUIO,Laundry Soap,2,1110.57,customer87@outlook.ph,9551450815,2221.14,True
ORD-00089,2025-09-09,BAGUIO,Laundry Soap,8,1296.94,customer88@outlook.ph,9813962536,10375.52,True
ORD-00090,2025-07-07,DAVAO,Laundry Soap,13,340.77,customer89@gmail.com,9507104143,4430.01,True
ORD-00091,2025-02-10,ILOILO,Canned Sardines,13,161.66,customer90@outlook.ph,9827264603,2101.58,True
ORD-00092,2025-06-06,NCR,Canned Sardines,1,54.99,customer91@outlook.ph,9903303363,54.99,True
ORD-00093,2025-01-15,ILOILO,Cooking Oil 1L,6,970.12,customer92@gmail.com,9286860433,5820.72,True
ORD-00094,2025-10-28,DAVAO,Rice 25kg,19,918.5,customer93@outlook.ph,9760904107,17451.5,True
ORD-00095,2025-03-06,BAGUIO,Laundry Soap,16,829.11,customer94@outlook.ph,9711072118,13265.76,True
ORD-00096,2025-12-11,ILOILO,Cooking Oil 1L,8,363.28,customer95@gmail.com,9423142470,2906.24,True
ORD-00097,2025-11-23,BAGUIO,Rice 25kg,1,598.54,customer96@gmail.com,9536019893,598.54,True
ORD-00098,2025-01-09,NCR,Sugar 1kg,16,899.82,customer97@yahoo.com,9688343096,14397.12,True
ORD-00099,2025-12-10,BAGUIO,Instant Coffee,9,755.21,customer98@yahoo.com,9995205588,6796.89,True
ORD-00100,2025-05-09,BAGUIO,Canned Sardines,13,1481.92,customer99@yahoo.com,9100435874,19264.96,True
ORD-00101,2025-05-16,CEBU,Sugar 1kg,11,221.93,customer100@outlook.ph,9426283245,2441.23,True
ORD-00102,2025-03-04,CEBU,Rice 25kg,13,1048.81,customer101@outlook.ph,9408071259,13634.53,True
ORD-00103,2025-05-19,CEBU,Sugar 1kg,10,618.39,customer102@outlook.ph,9325681936,6183.9,True
ORD-00104,2025-03-22,BAGUIO,Instant Coffee,4,653.74,customer103@gmail.com,9561588882,2614.96,True
ORD-00105,2025-06-12,DAVAO,Rice 25kg,6,1082.04,customer104@outlook.ph,9943702118,6492.24,True
ORD-00106,2025-10-16,BAGUIO,Sugar 1kg,7,1044.81,customer105@yahoo.com,9722753913,7313.67,True
ORD-00107,2025-09-18,DAVAO,Canned Sardines,5,1487.06,customer106@gmail.com,9751397897,7435.3,True
ORD-00108,2025-08-19,DAVAO,Canned Sardines,11,210.02,customer107@gmail.com,9802984810,2310.22,True
ORD-00109,2025-02-10,CEBU,Cooking Oil 1L,13,174.08,customer108@gmail.com,9446012478,2263.04,True
ORD-00110,2025-01-28,ILOILO,Sugar 1kg,19,1092.02,customer109@yahoo.com,9599277266,20748.38,True
ORD-00111,2025-05-15,NCR,Laundry Soap,10,876.01,customer110@yahoo.com,9574364121,8760.1,True
ORD-00112,2025-07-20,CEBU,Sugar 1kg,10,425.76,customer111@yahoo.com,9574765466,4257.6,True
ORD-00113,2025-11-24,CEBU,Rice 25kg,11,137.54,customer112@gmail.com,9825449223,1512.94,True
ORD-00114,2025-09-25,ILOILO,Rice 25kg,7,146.77,customer113@gmail.com,9329460134,1027.39,True
ORD-00115,2025-02-02,NCR,Sugar 1kg,18,1343.4,customer114@outlook.ph,9648868899,24181.2,True
ORD-00116,2025-02-17,BAGUIO,Instant Coffee,4,303.96,customer115@outlook.ph,9608079792,1215.84,True
ORD-00117,2025-03-03,BAGUIO,Canned Sardines,2,498.59,customer116@yahoo.com,9952266893,997.18,True
ORD-00118,2025-08-04,CEBU,Rice 25kg,14,355.45,customer117@gmail.com,9954725078,4976.3,True
ORD-00119,2025-10-20,NCR,Canned Sardines,13,545.39,customer118@outlook.ph,9890232588,7090.07,True
ORD-00120,2025-04-09,CEBU,Rice 25kg,12,122.75,customer119@yahoo.com,9282204745,1473.0,True
ORD-00121,2025-06-21,DAVAO,Cooking Oil 1L,7,788.21,customer120@yahoo.com,9807435606,5517.47,True
ORD-00122,2025-12-26,CEBU,Laundry Soap,2,120.07,customer121@outlook.ph,9191048514,240.14,True
ORD-00123,2025-08-02,CEBU,Rice 25kg,13,1204.53,customer122@yahoo.com,9404713332,15658.89,True
ORD-00124,2025-02-04,BAGUIO,Canned Sardines,14,365.89,customer123@gmail.com,9653462378,5122.46,True
ORD-00125,2025-08-15,BAGUIO,Cooking Oil 1L,17,819.22,customer124@yahoo.com,9812807629,13926.74,True
ORD-00126,2025-04-11,BAGUIO,Rice 25kg,9,1322.52,customer125@gmail.com,9779615069,11902.68,True
ORD-00127,2025-05-11,DAVAO,Instant Coffee,17,983.3,customer126@gmail.com,9764926227,16716.1,True
ORD-00128,2025-09-14,BAGUIO,Laundry Soap,8,808.78,customer127@outlook.ph,9459905654,6470.24,True
ORD-00129,2025-01-05,NCR,Rice 25kg,2,500.01,customer128@outlook.ph,9200273738,1000.02,True
ORD-00130,2025-08-06,NCR,Cooking Oil 1L,13,512.84,customer129@outlook.ph,9978775497,6666.92,True
ORD-00131,2025-09-12,NCR,Instant Coffee,3,1010.84,invalid-email,9906528433,3032.52,False
ORD-00132,2025-12-25,NCR,Sugar 1kg,16,1491.33,customer131@outlook.ph,9352188235,23861.28,True
ORD-00133,2025-10-10,BAGUIO,Cooking Oil 1L,6,999.52,customer132@outlook.ph,9822408848,5997.12,True
ORD-00134,2025-07-26,ILOILO,Cooking Oil 1L,19,845.52,customer133@yahoo.com,9433310361,16064.88,True
ORD-00135,2025-01-15,ILOILO,Instant Coffee,7,1101.36,customer134@outlook.ph,9341206079,7709.52,True
ORD-00136,2025-12-12,ILOILO,Cooking Oil 1L,10,708.5,customer135@yahoo.com,9966040317,7085.0,True
ORD-00137,2025-02-11,DAVAO,Instant Coffee,9,109.01,customer136@yahoo.com,9313814138,981.09,True
ORD-00138,2025-06-28,BAGUIO,Rice 25kg,2,852.2,customer137@gmail.com,9258220114,1704.4,True
ORD-00139,2025-03-04,ILOILO,Instant Coffee,15,1437.29,customer138@gmail.com,9126226563,21559.35,True
ORD-00140,2025-12-18,DAVAO,Instant Coffee,5,279.45,customer139@outlook.ph,9149621604,1397.25,True
ORD-00141,2025-08-19,CEBU,Laundry Soap,4,1041.21,customer140@yahoo.com,9362897676,4164.84,True
ORD-00142,2025-08-29,CEBU,Instant Coffee,4,317.38,customer141@gmail.com,9610173760,1269.52,True
ORD-00143,2025-02-21,DAVAO,Instant Coffee,18,813.02,customer142@gmail.com,9756350429,14634.36,True
ORD-00144,2025-04-06,DAVAO,Sugar 1kg,4,163.08,customer143@gmail.com,9925159146,652.32,True
ORD-00145,2025-08-10,BAGUIO,Rice 25kg,17,686.55,customer144@gmail.com,9178198716,11671.35,True
ORD-00146,2025-08-19,BAGUIO,Laundry Soap,12,1139.12,customer145@outlook.ph,9588999385,13669.44,True
ORD-00147,2025-08-25,CEBU,Sugar 1kg,17,534.41,customer146@gmail.com,9545002643,9084.97,True
ORD-00148,2025-05-23,ILOILO,Canned Sardines,10,1004.07,customer147@outlook.ph,9776205431,10040.7,True
ORD-00149,2025-06-20,CEBU,Rice 25kg,1,1197.27,customer148@yahoo.com,9718121922,1197.27,True
ORD-00150,2025-01-29,ILOILO,Rice 25kg,18,1392.22,customer149@outlook.ph,9308773243,25059.96,True
ORD-00151,2025-02-05,ILOILO,Canned Sardines,18,367.27,customer150@gmail.com,9871318048,6610.86,True
ORD-00152,2025-01-13,BAGUIO,Instant Coffee,14,610.99,customer151@yahoo.com,9847704681,8553.86,True
ORD-00153,2025-06-09,NCR,Sugar 1kg,15,245.58,customer152@yahoo.com,9512293741,3683.7,True
ORD-00154,2025-11-23,NCR,Cooking Oil 1L,12,1488.88,customer153@outlook.ph,9630833445,17866.56,True
ORD-00155,2025-07-06,DAVAO,Laundry Soap,4,1391.96,customer154@yahoo.com,9529123992,5567.84,True
ORD-00156,2025-08-31,BAGUIO,Cooking Oil 1L,3,819.14,customer155@outlook.ph,9361976301,2457.42,True
ORD-00157,2025-03-27,ILOILO,Canned Sardines,12,1266.21,customer156@yahoo.com,9258453521,15194.52,True
ORD-00158,2025-10-11,NCR,Rice 25kg,7,791.02,customer157@outlook.ph,9804436922,5537.14,True
ORD-00159,2025-03-07,ILOILO,Rice 25kg,11,942.91,customer158@gmail.com,9838328947,10372.01,True
ORD-00160,2025-06-19,NCR,Laundry Soap,1,151.9,customer159@outlook.ph,9105953697,151.9,True
ORD-00161,2025-02-14,NCR,Rice 25kg,6,1137.8,customer160@outlook.ph,9906341966,6826.8,True
ORD-00162,2025-03-03,NCR,Rice 25kg,15,209.02,customer161@gmail.com,9926830795,3135.3,True
ORD-00163,2025-05-14,BAGUIO,Laundry Soap,15,1242.58,customer162@outlook.ph,9214447237,18638.7,True
ORD-00164,2025-10-11,CEBU,Sugar 1kg,19,1177.4,customer163@outlook.ph,9935822550,22370.6,True
ORD-00165,2025-01-28,ILOILO,Sugar 1kg,11,1068.94,customer164@yahoo.com,9556497252,11758.34,True
ORD-00166,2025-04-18,BAGUIO,Laundry Soap,2,73.52,customer165@outlook.ph,9334978881,147.04,True
ORD-00167,2025-02-13,BAGUIO,Canned Sardines,14,468.63,customer166@yahoo.com,9288856883,6560.82,True
ORD-00168,2025-12-06,BAGUIO,Rice 25kg,2,409.41,customer167@gmail.com,9963406382,818.82,True
ORD-00169,2025-10-13,BAGUIO,Rice 25kg,4,553.0,customer168@yahoo.com,9847229579,2212.0,True
ORD-00170,2025-11-27,BAGUIO,Canned Sardines,17,149.71,customer169@yahoo.com,9656152900,2545.07,True
ORD-00171,2025-05-08,DAVAO,Sugar 1kg,3,1406.7,customer170@gmail.com,9598806645,4220.1,True
ORD-00172,2025-12-14,ILOILO,Instant Coffee,13,839.63,customer171@yahoo.com,9153921577,10915.19,True
ORD-00173,2025-08-19,BAGUIO,Instant Coffee,9,472.18,customer172@gmail.com,9698509918,4249.62,True
ORD-00174,2025-07-09,ILOILO,Instant Coffee,7,607.53,customer173@outlook.ph,9367574609,4252.71,True
ORD-00175,2025-08-13,DAVAO,Sugar 1kg,15,681.86,customer174@outlook.ph,9230307805,10227.9,True
ORD-00176,2025-10-10,DAVAO,Sugar 1kg,11,908.88,customer175@yahoo.com,9590122159,9997.68,True
ORD-00177,2025-05-01,ILOILO,Canned Sardines,2,783.21,customer176@outlook.ph,9243171768,1566.42,True
ORD-00178,2025-04-26,NCR,Rice 25kg,15,1380.7,customer177@gmail.com,9960514523,20710.5,True
ORD-00179,2025-08-21,CEBU,Canned Sardines,14,755.51,customer178@outlook.ph,9598906879,10577.14,True
ORD-00180,2025-09-16,NCR,Canned Sardines,11,1488.39,customer179@gmail.com,9816806128,16372.29,True
ORD-00181,2025-12-25,NCR,Sugar 1kg,3,1280.11,customer180@outlook.ph,9670298515,3840.33,True
ORD-00182,2025-07-17,NCR,Instant Coffee,17,328.6,customer181@yahoo.com,9700141462,5586.2,True
ORD-00183,2025-05-17,BAGUIO,Cooking Oil 1L,12,1397.28,customer182@outlook.ph,9739362057,16767.36,True
ORD-00184,2025-11-14,DAVAO,Rice 25kg,15,192.22,customer183@outlook.ph,9440696084,2883.3,True
ORD-00185,2025-06-14,NCR,Sugar 1kg,16,1229.83,customer184@outlook.ph,9910943524,19677.28,True
ORD-00186,2025-08-13,DAVAO,Instant Coffee,5,583.32,customer185@gmail.com,9575209597,2916.6,True
ORD-00187,2025-11-03,ILOILO,Cooking Oil 1L,6,1319.4,customer186@gmail.com,9757830420,7916.4,True
ORD-00188,2025-08-22,CEBU,Cooking Oil 1L,19,1304.72,customer187@yahoo.com,9975106572,24789.68,True
ORD-00189,2025-06-21,ILOILO,Sugar 1kg,5,1212.77,customer188@gmail.com,9872314530,6063.85,True
ORD-00190,2025-06-01,ILOILO,Laundry Soap,3,1189.25,customer189@outlook.ph,9642001424,3567.75,True
ORD-00191,2025-11-11,BAGUIO,Rice 25kg,1,470.93,customer190@outlook.ph,9558209399,470.93,True
ORD-00192,2025-06-09,CEBU,Cooking Oil 1L,6,139.76,invalid-email,9991816852,838.56,False
ORD-00193,2025-04-06,ILOILO,Sugar 1kg,15,616.41,customer192@outlook.ph,9688273030,9246.15,True
ORD-00194,2025-08-21,ILOILO,Sugar 1kg,2,276.82,customer193@yahoo.com,9578796089,553.64,True
ORD-00195,2025-06-29,CEBU,Instant Coffee,3,1048.53,customer194@yahoo.com,9270894498,3145.59,True
ORD-00196,2025-04-23,CEBU,Laundry Soap,17,532.23,customer195@gmail.com,9898493949,9047.91,True
ORD-00197,2025-11-14,ILOILO,Rice 25kg,12,1463.9,customer196@gmail.com,9609677794,17566.8,True
ORD-00198,2025-02-21,CEBU,Canned Sardines,18,968.64,customer197@yahoo.com,9583258726,17435.52,True
ORD-00199,2025-09-25,ILOILO,Instant Coffee,15,1237.27,customer198@yahoo.com,9378304807,18559.05,True
ORD-00200,2025-10-22,ILOILO,Cooking Oil 1L,12,216.14,customer199@gmail.com,9907214179,2593.68,True
ORD-00201,2025-04-23,BAGUIO,Cooking Oil 1L,16,1295.78,customer200@gmail.com,9365471644,20732.48,True
ORD-00202,2025-04-11,NCR,Instant Coffee,8,1385.68,customer201@gmail.com,9784683755,11085.44,True
ORD-00203,2025-04-23,ILOILO,Sugar 1kg,14,740.85,customer202@outlook.ph,9397760792,10371.9,True
ORD-00204,2025-03-22,DAVAO,Cooking Oil 1L,17,917.25,customer203@gmail.com,9922286180,15593.25,True
ORD-00205,2025-07-06,NCR,Laundry Soap,8,1151.92,customer204@gmail.com,9935021998,9215.36,True
ORD-00206,2025-04-23,NCR,Rice 25kg,15,278.76,customer205@outlook.ph,9659741412,4181.4,True
ORD-00207,2025-01-02,NCR,Laundry Soap,14,763.8,customer206@yahoo.com,9620332086,10693.2,True
ORD-00208,2025-05-10,BAGUIO,Cooking Oil 1L,18,610.02,customer207@gmail.com,9772966010,10980.36,True
ORD-00209,2025-08-08,ILOILO,Canned Sardines,7,236.63,customer208@outlook.ph,9356888294,1656.41,True
ORD-00210,2025-02-23,BAGUIO,Rice 25kg,3,563.95,customer209@gmail.com,9394846763,1691.85,True
ORD-00211,2025-12-09,ILOILO,Rice 25kg,12,120.9,customer210@gmail.com,9572309605,1450.8,True
ORD-00212,2025-08-12,BAGUIO,Instant Coffee,3,58.2,invalid-email,9183197117,174.6,False
ORD-00213,2025-08-13,BAGUIO,Instant Coffee,14,220.05,customer212@yahoo.com,9866162966,3080.7,True
ORD-00214,2025-05-06,DAVAO,Canned Sardines,15,1445.41,customer213@outlook.ph,9406798268,21681.15,True
ORD-00215,2025-05-10,BAGUIO,Sugar 1kg,14,833.3,customer214@gmail.com,9351785565,11666.2,True
ORD-00216,2025-02-22,CEBU,Rice 25kg,7,1449.42,customer215@yahoo.com,9391751878,10145.94,True
ORD-00217,2025-06-21,DAVAO,Canned Sardines,17,660.1,customer216@outlook.ph,9460613550,11221.7,True
ORD-00218,2025-08-06,BAGUIO,Instant Coffee,12,481.49,customer217@outlook.ph,9443285529,5777.88,True
ORD-00219,2025-06-09,NCR,Instant Coffee,4,769.09,customer218@yahoo.com,9679984033,3076.36,True
ORD-00220,2025-07-17,CEBU,Rice 25kg,9,670.48,customer219@gmail.com,9186519602,6034.32,True
ORD-00221,2025-09-04,CEBU,Laundry Soap,6,176.38,customer220@outlook.ph,9248578017,1058.28,True
ORD-00222,2025-11-20,CEBU,Cooking Oil 1L,16,968.42,customer221@outlook.ph,9261953189,15494.72,True
ORD-00223,2025-07-22,DAVAO,Instant Coffee,2,339.74,customer222@outlook.ph,9348315126,679.48,True
ORD-00224,2025-07-03,BAGUIO,Sugar 1kg,8,936.99,customer223@gmail.com,9511281012,7495.92,True
ORD-00225,2025-05-03,BAGUIO,Sugar 1kg,11,982.3,customer224@outlook.ph,9845122940,10805.3,True
ORD-00226,2025-09-12,NCR,Instant Coffee,13,245.0,customer225@yahoo.com,9264073400,3185.0,True
ORD-00227,2025-10-21,NCR,Laundry Soap,17,110.8,customer226@yahoo.com,9858511779,1883.6,True
ORD-00228,2025-10-07,CEBU,Laundry Soap,8,1175.53,customer227@outlook.ph,9329730155,9404.24,True
ORD-00229,2025-11-21,NCR,Canned Sardines,18,700.5,customer228@outlook.ph,9168965204,12609.0,True
ORD-00230,2025-04-08,DAVAO,Sugar 1kg,18,106.08,customer229@yahoo.com,9545461013,1909.44,True
ORD-00231,2025-07-17,BAGUIO,Canned Sardines,14,1492.4,customer230@yahoo.com,9537656494,20893.6,True
ORD-00232,2025-08-28,CEBU,Sugar 1kg,15,105.52,customer231@outlook.ph,9455281184,1582.8,True
ORD-00233,2025-05-24,NCR,Cooking Oil 1L,6,1048.65,customer232@yahoo.com,9682624278,6291.9,True
ORD-00234,2025-04-07,DAVAO,Cooking Oil 1L,11,1475.84,customer233@gmail.com,9600282414,16234.24,True
ORD-00235,2025-07-20,DAVAO,Rice 25kg,13,373.99,customer234@gmail.com,9546434187,4861.87,True
ORD-00236,2025-05-04,NCR,Canned Sardines,1,230.53,customer235@gmail.com,9166857303,230.53,True
ORD-00237,2025-07-06,BAGUIO,Instant Coffee,6,199.65,customer236@gmail.com,9322086735,1197.9,True
ORD-00238,2025-11-22,NCR,Canned Sardines,9,468.85,customer237@yahoo.com,9994310083,4219.65,True
ORD-00239,2025-12-15,CEBU,Instant Coffee,8,169.55,customer238@gmail.com,9551125671,1356.4,True
ORD-00240,2025-09-16,NCR,Laundry Soap,11,1044.4,invalid-email,9518197538,11488.4,False
ORD-00241,2025-05-28,DAVAO,Canned Sardines,19,112.19,customer240@outlook.ph,9926561919,2131.61,True
ORD-00242,2025-09-09,NCR,Laundry Soap,9,773.94,customer241@gmail.com,9727150493,6965.46,True
ORD-00243,2025-12-12,BAGUIO,Cooking Oil 1L,17,1495.11,customer242@outlook.ph,9846812123,25416.87,True
ORD-00244,2025-05-27,ILOILO,Cooking Oil 1L,12,1224.68,customer243@gmail.com,9120972273,14696.16,True
